Food_Category,Temperature_C,Humidity_%,Storage_Days,Packaging,Moisture_%,pH,Refrigerated,Transport_Hours,Risk
Grains,3,68,23,Good,87.4,6.5,No,11,Caution
Vegetables,19.4,52,31,Good,21.4,3.6,Yes,3,Caution
Fruits,2.8,93,37,Good,76.3,5,Yes,2,Caution
Dairy,14.8,90,49,Good,49.5,6.4,Yes,19,Caution
Fruits,22.4,79,44,Damaged,26.3,4,Yes,10,Reject
Meat,22.8,58,15,Good,46.6,3.8,Yes,23,Caution
Vegetables,21.4,76,32,Good,52.2,3.6,Yes,24,Caution
Meat,17.6,73,27,Good,53,7.2,Yes,23,Caution
Vegetables,9.7,41,16,Good,72.2,4.9,Yes,8,Caution
Dairy,21,64,52,Average,28.4,7.1,Yes,19,Reject
Fruits,28,89,25,Good,43.6,6,No,21,Reject
Fruits,11.5,43,21,Good,22.9,4.7,No,15,Reject
Vegetables,34.5,86,43,Good,44.7,3.9,Yes,2,Caution
Grains,17.2,91,24,Good,55.5,5.1,No,23,Reject
Meat,13,76,35,Damaged,9.2,3.5,Yes,12,Reject
Dairy,33.6,52,30,Good,23.3,7.1,Yes,23,Caution
Vegetables,21.5,90,28,Good,44.3,5.2,No,5,Reject
Dairy,9.7,61,37,Damaged,13.6,6.2,Yes,7,Caution
Vegetables,10.5,90,10,Good,61.3,5.2,Yes,12,Caution
Grains,6.6,67,55,Good,50.9,5.6,No,9,Safe
Fruits,5.3,69,59,Good,61.5,7,Yes,21,Caution
Fruits,3.2,64,41,Average,56.6,7.2,Yes,23,Caution
Fruits,10,48,2,Damaged,63.4,4,Yes,10,Caution
Grains,25.7,87,44,Good,73.8,5.5,No,13,Reject
Grains,30,49,52,Good,11.4,7,No,15,Caution
Vegetables,26.9,85,24,Average,75.3,3.9,Yes,6,Caution
Dairy,9,43,31,Good,60,6.5,No,11,Reject
Grains,18.9,81,35,Average,40.9,5.4,No,10,Caution
Vegetables,13,43,15,Good,30.7,4.9,No,7,Caution
Vegetables,4.5,65,2,Good,87,6.5,Yes,16,Safe
Fruits,17.2,78,13,Damaged,47.2,4,No,13,Reject
Meat,3.6,45,50,Good,70.6,4.9,No,19,Caution
Vegetables,18.5,75,26,Good,89.3,4.1,No,24,Reject
Grains,7.7,46,54,Average,12.2,6.5,No,11,Caution
Grains,20.3,44,14,Good,53.8,6.3,No,21,Caution
Fruits,6.6,75,50,Good,29.9,5,Yes,1,Safe
Meat,1.3,61,34,Damaged,86.3,5.3,Yes,10,Caution
Meat,10.6,59,51,Good,76.5,3.5,Yes,19,Caution
Dairy,1.1,45,24,Damaged,39.1,4.9,Yes,18,Caution
Fruits,30.3,45,51,Good,45.6,3.7,Yes,15,Caution
Grains,30.2,47,60,Good,10.3,4.1,No,23,Caution
Grains,25.3,76,19,Good,22.3,5.2,No,15,Caution
Meat,14.8,52,14,Good,31.1,3.5,Yes,23,Caution
Grains,14.2,65,24,Average,71.7,5.9,No,9,Caution
Meat,13.1,73,41,Good,27.5,5.7,Yes,7,Caution
Dairy,5.9,93,47,Good,21.2,4.7,No,21,Reject
Fruits,30.9,75,10,Good,14.2,4.8,Yes,17,Caution
Fruits,18.4,44,21,Good,85.7,3.4,Yes,18,Caution
Vegetables,22,52,21,Damaged,62.7,4.5,No,18,Reject
Fruits,16.5,44,1,Good,8.1,5.8,No,14,Caution
Meat,16.1,70,24,Average,53.8,5,Yes,18,Reject
Fruits,21.4,63,26,Good,37.7,5.6,Yes,6,Caution
Grains,12.8,40,53,Good,42.3,4.8,No,2,Caution
Meat,31.9,68,38,Average,43.3,6.9,Yes,18,Reject
Meat,28.9,57,35,Good,21.8,5.1,No,5,Reject
Meat,20.7,60,26,Good,45.3,4,Yes,9,Caution
Grains,10.2,59,50,Good,10.1,5.9,No,16,Caution
Grains,0.9,64,16,Good,84.7,5.5,No,7,Safe
Meat,4.9,47,22,Damaged,67.3,4.7,Yes,24,Caution
Dairy,33.1,93,4,Average,34.9,6.4,Yes,14,Caution
Meat,7.2,94,11,Damaged,60.2,4.8,Yes,14,Caution
Vegetables,9.8,42,18,Good,65.2,3.6,Yes,21,Caution
Vegetables,26.1,77,2,Good,8.5,5.1,Yes,6,Safe
Dairy,32.1,71,15,Good,80.6,6.2,No,10,Caution
Grains,21.4,57,18,Average,70.1,6.2,No,6,Caution
Dairy,15.7,48,37,Good,22.4,4.1,Yes,4,Caution
Grains,19.8,47,38,Damaged,49.7,4,No,20,Reject
Grains,12.4,78,20,Average,60.9,4.3,No,1,Caution
Grains,29.5,71,26,Average,47.2,5.4,No,9,Caution
Meat,5.5,49,26,Damaged,13.3,3.4,Yes,9,Caution
Grains,2.3,53,36,Damaged,25.8,4.4,No,12,Caution
Grains,29.5,68,18,Good,23.4,3.7,No,15,Caution
Dairy,32.4,60,55,Good,57.5,4.1,Yes,10,Caution
Dairy,1.5,82,42,Good,50.1,7.2,Yes,22,Caution
Dairy,1.5,46,31,Good,88.5,5.9,No,1,Caution
Grains,16.6,79,18,Damaged,29.4,5.5,No,15,Reject
Vegetables,25,51,30,Good,50.7,3.5,Yes,23,Caution
Fruits,21.6,50,7,Good,59.1,3.5,Yes,13,Caution
Meat,17.2,93,1,Average,28.9,5,Yes,21,Caution
Fruits,30.2,55,9,Average,17.8,6.4,Yes,16,Caution
Fruits,5.1,63,26,Average,42.1,6.3,No,19,Reject
Meat,3.7,42,60,Average,83.7,4.9,Yes,7,Caution
Fruits,21.6,62,56,Good,10.1,5.7,Yes,9,Caution
Grains,31.3,74,56,Good,23.7,3.3,No,24,Caution
Vegetables,1.7,94,13,Good,87.5,5.7,No,21,Caution
Dairy,4.4,43,13,Good,55.3,3.5,Yes,9,Safe
Grains,9.5,72,44,Good,79.5,4.5,No,1,Caution
Dairy,19.3,72,32,Average,11.9,6.8,Yes,4,Caution
Meat,0.2,70,40,Good,24.5,4.5,No,7,Caution
Dairy,3.3,52,30,Good,39.2,6.6,Yes,22,Caution
Fruits,32.8,62,35,Good,73.8,5.5,No,23,Reject
Grains,20,80,57,Good,36.3,5.9,No,2,Caution
Grains,28.8,46,50,Average,66.6,5.8,No,10,Caution
Fruits,16.5,40,8,Good,13.1,4.4,Yes,10,Caution
Meat,13.8,67,53,Good,88.5,3.8,Yes,6,Caution
Fruits,17.7,42,22,Average,36.1,3.9,No,3,Reject
Dairy,2.9,85,9,Good,62.7,5.8,Yes,19,Safe
Meat,28.8,79,56,Average,15.2,5.7,Yes,20,Reject
Vegetables,33,94,33,Average,55.7,4.6,No,8,Reject
Dairy,15.8,81,49,Damaged,80.6,6.1,Yes,7,Reject
Dairy,33.5,86,48,Damaged,83.2,7.1,Yes,20,Reject
Dairy,5.9,53,5,Good,84.7,5.3,Yes,19,Safe
Vegetables,13.1,77,39,Good,27.9,6.2,Yes,3,Caution
Fruits,2.2,67,51,Damaged,16.5,4.1,No,17,Reject
Vegetables,5.9,66,59,Good,22.8,4.4,Yes,18,Caution
Grains,0.7,78,41,Good,50.1,4.4,No,11,Caution
Grains,23.4,57,6,Good,39.7,6.9,No,8,Safe
Meat,12.1,56,39,Average,43.5,6.2,Yes,20,Caution
Dairy,34.6,50,20,Good,85.5,3.2,Yes,10,Caution
Meat,3.6,63,24,Good,55.5,3.4,Yes,18,Caution
Meat,2.9,85,10,Average,75.3,6.1,Yes,21,Caution
Grains,3.9,62,21,Average,25.2,5.6,No,21,Caution
Fruits,3.7,46,39,Good,12.7,6.3,Yes,8,Safe
Dairy,4.4,75,10,Good,57.7,4.9,Yes,10,Safe
Grains,4.8,78,56,Average,55.3,5.8,No,19,Caution
Fruits,16,88,44,Good,75.7,3.9,Yes,17,Reject
Vegetables,2.2,59,19,Good,52.8,3.6,No,18,Caution
Meat,14.1,91,32,Good,88,3.2,No,11,Reject
Fruits,22.7,82,6,Good,89.5,6.5,Yes,4,Safe
Grains,2.1,69,56,Good,52.1,6.5,No,2,Safe
Meat,28.7,54,18,Average,20.3,4.6,Yes,14,Reject
Grains,12.9,72,21,Damaged,26.8,6.9,No,5,Caution
Grains,19.7,81,47,Average,29.7,4.8,No,9,Caution
Vegetables,2.3,89,52,Good,29.1,4,No,19,Reject
Dairy,28.9,69,4,Good,61.8,4,Yes,19,Caution
Vegetables,27.7,82,34,Good,37.3,4.3,Yes,4,Caution
Vegetables,8.8,66,60,Good,38,5.5,No,8,Caution
Vegetables,16.6,49,21,Good,37.6,4.1,Yes,18,Caution
Fruits,1.8,61,53,Good,72.8,4.6,Yes,22,Caution
Dairy,26.2,88,7,Damaged,56.9,3.3,Yes,23,Reject
Vegetables,26.1,63,21,Good,32.9,5.1,Yes,18,Caution
Meat,5.7,70,12,Good,56.6,4.9,No,12,Caution
Vegetables,13.3,54,10,Average,66.9,5.7,No,21,Reject
Dairy,7.2,81,40,Good,55.6,4.7,Yes,5,Safe
Vegetables,1.1,60,36,Average,52.2,3.8,Yes,14,Caution
Fruits,14.7,62,10,Average,18.2,6.9,No,20,Reject
Meat,8.3,70,1,Average,31.6,3.7,Yes,4,Safe
Dairy,29.3,91,55,Good,21.1,6.1,Yes,7,Caution
Dairy,20,69,57,Average,79.3,5.4,No,15,Reject
Dairy,4.8,47,44,Good,64.7,5.5,Yes,24,Caution
Dairy,23.5,88,17,Good,10.8,5.4,No,24,Reject
Meat,18.5,42,32,Good,62.6,3.3,No,8,Reject
Meat,24,69,31,Good,67.2,7,Yes,12,Caution
Vegetables,4.1,49,44,Damaged,18,3.5,No,15,Reject
Grains,13.3,78,34,Good,27.4,3.2,No,21,Caution
Grains,34,58,1,Good,40.4,5.3,No,24,Caution
Dairy,13.9,62,8,Good,41.3,5.5,No,18,Caution
Fruits,31.4,84,18,Average,17.2,5.6,Yes,23,Reject
Meat,34.3,92,42,Good,87.5,6.3,Yes,24,Reject
Meat,6.6,70,22,Good,19.8,6.8,Yes,13,Caution
Grains,30.9,81,39,Good,58,3.2,No,21,Caution
Meat,3,91,51,Average,41.4,5.9,No,18,Reject
Grains,19.1,42,35,Good,10,4.5,No,17,Caution
Grains,2.9,45,3,Good,88.7,6.7,No,16,Safe
Vegetables,25.9,74,33,Good,8.2,4.1,No,13,Reject
Grains,34.1,40,13,Good,86.3,6.3,No,19,Caution
Fruits,23.8,74,15,Good,67.3,6.7,No,3,Caution
Meat,13.5,51,48,Average,19.2,6.6,Yes,16,Caution
Meat,27.6,42,22,Average,38.2,3.7,No,22,Reject
Vegetables,19.5,79,10,Good,13,4.5,Yes,9,Caution
Meat,18.1,51,22,Average,82.1,4.3,Yes,2,Caution
Vegetables,9.6,91,36,Damaged,66.7,5.2,Yes,24,Reject
Vegetables,12.9,90,1,Average,20.3,5,Yes,9,Caution
Meat,8.9,71,57,Average,21.3,5.9,No,6,Reject
Fruits,20,57,24,Good,27,5.5,No,3,Reject
Dairy,28.4,82,40,Good,11.4,5.6,Yes,14,Caution
Meat,8.8,59,8,Average,65.3,7,No,19,Reject
Meat,27,67,37,Good,73.8,3.9,Yes,8,Caution
Grains,12.2,46,39,Average,16.6,3.8,No,10,Caution
Fruits,28.2,57,39,Average,71.5,4,Yes,17,Reject
Fruits,4,46,55,Good,63.1,4.8,No,8,Caution
Fruits,22.2,61,23,Good,43.6,7.1,Yes,2,Caution
Fruits,28,67,26,Good,78.3,5.4,Yes,18,Caution
Fruits,2.8,64,50,Damaged,18.2,6.9,No,22,Reject
Grains,31.3,85,53,Average,34,6.3,No,8,Caution
Fruits,3.3,70,3,Damaged,47.4,5.1,Yes,11,Caution
Fruits,19.7,83,57,Good,67.1,4.5,No,24,Reject
Fruits,21.2,54,7,Average,88.2,7,No,1,Caution
Meat,30.7,76,1,Damaged,65.8,6.9,No,3,Reject
Fruits,13.6,76,3,Damaged,40,4.5,Yes,24,Caution
Vegetables,13.9,82,53,Good,9.2,5.4,Yes,20,Caution
Grains,23.7,56,36,Average,76.1,6.6,No,21,Reject
Dairy,14.8,81,6,Average,54.5,6.5,Yes,2,Safe
Fruits,20.4,49,59,Good,53.3,4.6,No,7,Reject
Vegetables,16,55,57,Good,79.4,3.5,No,18,Reject
Meat,11.5,77,10,Good,37.7,6.3,Yes,18,Caution
Grains,1.4,68,19,Good,59.2,4.4,No,20,Caution
Fruits,19.6,88,45,Good,88.2,5.9,No,5,Reject
Grains,13,70,1,Good,38.3,6.1,No,1,Safe
Meat,22.5,49,18,Good,40.2,4,Yes,13,Caution
Meat,33.5,46,59,Good,50.6,5.8,Yes,24,Caution
Dairy,21.5,91,5,Good,59.3,6.5,No,3,Caution
Grains,25.5,53,30,Good,80,4.7,No,20,Caution
Vegetables,25.2,70,4,Good,37,4,Yes,9,Safe
Grains,18.2,65,3,Damaged,10.5,5.9,No,7,Caution
Dairy,29.6,57,18,Average,21,4.2,Yes,10,Caution
Dairy,9,90,35,Damaged,16.1,3.9,Yes,21,Reject
Dairy,20.9,49,45,Good,9.4,4.3,Yes,15,Caution
Grains,7.1,93,41,Good,42.7,7,No,8,Caution
Fruits,13.5,75,48,Average,76.7,3.7,No,14,Reject
Meat,29.4,53,40,Good,39.7,5.5,No,4,Reject
Vegetables,28.3,42,49,Average,64.2,4.2,Yes,21,Reject
Fruits,1.3,87,37,Average,62.6,3.4,Yes,14,Caution
Meat,1.5,95,27,Good,52.1,6.7,Yes,8,Caution
Grains,4.9,68,33,Damaged,49.8,5.8,No,9,Caution
Fruits,15.5,95,52,Good,89.5,4.8,No,23,Reject
Grains,12.4,64,31,Damaged,57.6,6.1,No,15,Reject
Fruits,17.1,75,20,Good,58.8,5.8,No,10,Reject
Grains,4.6,40,55,Good,27.7,3.7,No,24,Caution
Grains,1.8,51,39,Good,77.3,3.4,No,21,Caution
Vegetables,13.6,57,7,Damaged,22.7,6.3,Yes,24,Caution
Vegetables,28.1,94,5,Good,20.1,4.7,Yes,2,Caution
Grains,32,55,51,Good,48,4.7,No,4,Caution
Meat,7.8,86,55,Good,30.4,6.9,Yes,9,Caution
Vegetables,19.3,73,58,Average,67,5.8,Yes,15,Reject
Vegetables,7.3,53,45,Average,75.6,5.3,No,21,Reject
Grains,27.2,66,46,Good,16.7,6.2,No,11,Caution
Grains,26,73,28,Good,73.9,7,No,1,Caution
Fruits,5.7,54,10,Average,60.6,3.5,No,13,Caution
Grains,3.3,60,15,Average,36.5,4.1,No,20,Caution
Dairy,21.8,92,47,Good,14.1,6.6,No,23,Reject
Grains,1.4,78,1,Good,37.2,6.1,No,4,Safe
Grains,27,72,44,Good,69.1,4.7,No,11,Caution
Grains,6.4,67,6,Damaged,53.3,4.8,No,13,Caution
Dairy,0.2,90,30,Good,45,3.6,Yes,11,Caution
Dairy,26.9,70,53,Good,27.2,4.9,Yes,17,Caution
Vegetables,19,48,31,Average,65.3,5.8,No,4,Reject
Grains,13.9,74,51,Good,11.9,5.5,No,21,Caution
Grains,31,45,33,Good,65.6,6.7,No,2,Caution
Grains,8.4,90,25,Good,73.8,3.7,No,5,Caution
Fruits,1,94,5,Good,34.2,5,Yes,8,Safe
Meat,4.4,63,51,Average,76.3,3.3,No,1,Caution
Dairy,21.7,82,56,Good,84.4,3.6,Yes,8,Caution
Fruits,25.3,56,37,Average,48.3,6.8,Yes,15,Reject
Meat,33,88,36,Good,82.8,6.2,Yes,20,Reject
Vegetables,11.7,42,11,Good,42.2,4.8,Yes,10,Safe
Meat,17.4,65,7,Good,15.5,3.9,Yes,9,Safe
Grains,30.6,82,47,Average,73.5,4.5,No,24,Reject
Fruits,17,46,9,Good,89.4,3.4,No,5,Caution
Fruits,20,55,56,Damaged,9.6,5.9,Yes,22,Reject
Vegetables,13.8,55,6,Average,87.2,5.5,Yes,5,Safe
Fruits,19.5,58,13,Damaged,81.6,4.8,Yes,23,Reject
Meat,26.7,57,9,Good,44.3,6.2,Yes,6,Caution
Meat,28.2,73,19,Good,57.4,3.7,Yes,19,Caution
Dairy,29.6,47,42,Good,55.8,6.7,Yes,11,Caution
Dairy,4.9,92,45,Average,20.1,5.5,Yes,20,Caution
Vegetables,4.6,49,23,Good,65.5,5.8,Yes,11,Caution
Dairy,6.2,48,40,Good,9.6,3.3,Yes,4,Safe
Fruits,15.6,66,41,Good,8.8,5.1,Yes,22,Caution
Grains,33.7,95,35,Good,61.3,4.5,No,8,Caution
Dairy,32,40,58,Damaged,58.6,5.8,No,20,Reject
Meat,21.3,61,51,Good,31.4,6.4,Yes,2,Caution
Meat,32.2,59,8,Good,38.1,5.2,Yes,2,Caution
Grains,29.8,44,50,Good,27.5,6.5,No,3,Caution
Grains,33.9,60,10,Good,61.5,5.8,No,5,Caution
Dairy,2.9,81,6,Good,73.3,4.4,No,22,Caution
Grains,0.9,50,18,Average,13.3,5.1,No,9,Caution
Grains,6.4,81,49,Good,75,5.8,No,4,Safe
Grains,8.4,90,53,Good,60.6,5,No,19,Caution
Vegetables,26.6,72,35,Average,31.7,4.7,Yes,2,Caution
Grains,12.9,78,21,Average,26.6,3.7,No,5,Caution
Dairy,28.6,76,4,Good,53.1,5.2,Yes,7,Safe
Meat,28.6,83,27,Good,27.3,3.7,No,24,Reject
Vegetables,9.8,59,57,Good,88.7,6.6,Yes,5,Caution
Vegetables,28.7,50,55,Average,13.8,4.9,Yes,11,Reject
Fruits,9.6,50,35,Good,50.9,5.8,No,23,Reject
Meat,1.4,62,27,Good,51.8,5.5,No,4,Caution
Meat,24.9,68,4,Average,52.2,3.3,Yes,20,Caution
Fruits,34.8,56,43,Good,67.3,5.1,No,12,Reject
Grains,16.2,48,30,Average,78.4,6.8,No,10,Caution
Grains,10.7,70,32,Good,66.3,4.4,No,23,Caution
Fruits,25.9,59,6,Good,70.8,4.4,No,2,Caution
Grains,29.9,40,33,Average,41.4,6.9,No,23,Reject
Vegetables,28.4,80,52,Average,32.6,5.6,Yes,14,Reject
Grains,6,81,18,Average,37,6.6,No,11,Caution
Grains,19.7,66,50,Good,87.2,4.7,No,8,Caution
Vegetables,8,83,41,Good,74.7,3.8,Yes,5,Safe
Dairy,10.6,67,39,Good,89.8,4.1,Yes,5,Caution
Dairy,8.9,95,43,Average,42.5,4.2,Yes,15,Reject
Vegetables,15.3,40,22,Average,78.3,6.7,Yes,6,Caution
Vegetables,28.1,46,58,Good,84.1,4,Yes,18,Caution
Meat,5.7,91,16,Average,82.4,6,Yes,18,Caution
Meat,27.8,56,30,Average,39.1,4.6,No,14,Reject
Dairy,34,73,60,Average,38.1,3.3,No,19,Reject
Dairy,12.4,62,42,Good,14.3,5.3,Yes,9,Caution
Dairy,22.4,61,11,Average,48.8,7,Yes,24,Caution
Meat,23.2,85,20,Good,54.5,7.1,No,1,Reject
Meat,18.6,94,29,Good,28,3.5,Yes,17,Reject
Fruits,3.5,61,10,Average,66,5.4,Yes,24,Caution
Fruits,4.6,60,14,Good,58.6,3.9,No,17,Caution
Fruits,13,66,44,Average,81.9,3.9,Yes,17,Caution
Vegetables,32.7,75,5,Good,26.1,6.6,No,22,Caution
Dairy,12.5,51,13,Good,68.8,4.9,Yes,16,Caution
Meat,26.4,85,51,Good,9.5,3.3,No,6,Reject
Vegetables,28.2,79,46,Average,80.5,5.2,Yes,7,Caution
Meat,15.5,64,32,Good,46.5,3.8,No,16,Reject
Grains,25.8,89,2,Damaged,79.8,4.9,No,7,Caution
Meat,6.1,84,34,Average,66.9,6.9,No,23,Reject
Dairy,34.9,44,20,Average,65,7,No,9,Reject
Vegetables,33.3,42,27,Average,76.3,7,Yes,18,Reject
Dairy,23.6,85,20,Good,80.9,6.3,Yes,9,Caution
Fruits,2.6,57,8,Damaged,24.7,3.7,Yes,17,Caution
Dairy,3,55,42,Average,86.7,4.2,No,5,Caution
Grains,32.7,83,37,Damaged,41.2,4.7,No,23,Reject
Vegetables,12.4,53,25,Average,15.8,5.7,No,15,Reject
Vegetables,10.9,91,6,Good,64.3,7.2,Yes,11,Caution
Grains,3.5,93,24,Good,71.8,4.3,No,4,Caution
Dairy,21.8,66,37,Good,50.6,4.5,No,16,Reject
Vegetables,20.1,86,15,Average,48.4,4.3,Yes,24,Reject
Meat,13.4,46,60,Average,27,4.5,Yes,9,Caution
Grains,6.1,68,58,Good,13.4,6.6,No,2,Safe
Dairy,6.7,74,46,Average,25.7,3.5,Yes,4,Caution
Grains,20.1,41,46,Good,17.7,4.4,No,17,Caution
Meat,23.6,49,45,Good,30.5,6.9,Yes,12,Caution
Fruits,32,55,12,Good,16.1,4,No,15,Reject
Meat,5.9,69,27,Good,35.6,3.4,Yes,14,Caution
Grains,2.3,79,46,Average,84.7,5.5,No,6,Caution
Meat,26.8,70,58,Average,38.9,4.4,Yes,22,Reject
Grains,24.5,76,8,Good,34.5,4.1,No,11,Caution
Vegetables,20.1,41,18,Damaged,40.1,5.3,No,16,Reject
Meat,7.1,92,9,Average,47.6,6,No,18,Reject
Fruits,34.2,64,53,Average,36.2,4,Yes,13,Reject
Dairy,32.3,78,38,Average,73.2,3.8,No,5,Reject
Dairy,7.5,41,45,Good,79.9,5.6,Yes,20,Caution
Grains,13.6,81,6,Good,29.6,5.9,No,19,Safe
Dairy,15.4,92,41,Good,50.3,6.2,No,18,Reject
Vegetables,33.2,53,31,Average,33.8,4.5,Yes,3,Caution
Vegetables,19.4,93,1,Good,21.6,5.9,No,12,Reject
Grains,11.4,69,31,Average,42.1,5.6,No,11,Caution
Vegetables,0.7,40,39,Good,45,3.4,Yes,6,Safe
Dairy,2.8,86,43,Good,80.6,4.1,Yes,21,Caution
Dairy,20.9,88,21,Good,44.9,5.5,No,8,Reject
Dairy,9.1,92,57,Good,64.2,4.8,Yes,21,Caution
Meat,18.2,49,37,Good,17,6.9,Yes,21,Caution
Dairy,1.9,52,46,Good,80.8,3.4,No,23,Caution
Dairy,26.1,93,6,Good,85.3,3.3,No,21,Reject
Dairy,5.3,58,19,Average,29.7,3.9,Yes,20,Caution
Vegetables,25.9,88,53,Good,27.9,7.1,Yes,10,Caution
Meat,16.4,84,33,Damaged,61.3,6.6,Yes,2,Reject
Vegetables,25.4,81,34,Good,59.3,3.3,Yes,19,Caution
Meat,19.3,90,9,Good,28.7,5.6,Yes,13,Caution
Meat,5,89,31,Damaged,12.1,6.5,Yes,15,Reject
Meat,16.3,82,34,Good,69.2,6.6,Yes,21,Caution
Meat,7.9,78,32,Average,85.5,3.2,Yes,10,Caution
Fruits,32.9,67,2,Average,47.5,4.9,Yes,19,Caution
Grains,27.3,49,28,Good,57.4,6,No,20,Caution
Fruits,26.5,82,33,Good,41.4,4.8,Yes,11,Caution
Meat,23.8,63,51,Good,24.2,6.3,Yes,5,Caution
Fruits,22.2,51,13,Good,29.1,7.2,No,8,Caution
Grains,11.5,78,58,Average,36,3.3,No,20,Caution
Vegetables,7.4,94,2,Good,77.3,4.8,No,2,Caution
Meat,16.7,42,4,Good,9.8,6.6,No,6,Caution
Fruits,25.3,73,30,Good,71,5.1,No,19,Reject
Dairy,28.4,64,14,Average,35.3,6.7,No,7,Reject
Vegetables,18.8,83,44,Average,88.7,3.4,Yes,7,Caution
Grains,20.1,46,23,Good,17.7,5.7,No,23,Caution
Vegetables,29.9,41,16,Good,29.4,4.7,Yes,1,Caution
Grains,26.9,85,42,Good,75.4,6.1,No,3,Caution
Vegetables,14,67,22,Damaged,65.2,4.6,No,22,Reject
Grains,13.1,89,60,Good,23.3,4.1,No,9,Caution
Meat,7.1,94,30,Damaged,12.7,5.3,Yes,5,Caution
Dairy,12,51,24,Good,65.1,7,No,15,Reject
Grains,25.6,90,29,Good,39.3,4.9,No,24,Reject
Grains,24.5,83,40,Damaged,42.8,5.6,No,17,Reject
Meat,6.1,87,15,Good,40.1,3.4,Yes,22,Caution
Grains,33.4,80,33,Good,73.5,4.2,No,5,Caution
Dairy,32.8,42,36,Good,76.8,3.5,Yes,17,Caution
Dairy,16.6,81,15,Good,70.4,4.7,No,23,Reject
Dairy,0.6,66,19,Damaged,74.1,4.7,Yes,15,Caution
Grains,20.1,70,24,Good,20.4,5.9,No,5,Caution
Fruits,6.5,89,60,Damaged,86.4,5,No,6,Reject
Vegetables,4.9,46,19,Average,10.2,4.6,Yes,2,Caution
Meat,27.1,66,31,Good,78.7,5,No,20,Reject
Vegetables,10.2,52,59,Average,8.5,3.9,No,4,Reject
Grains,21.7,66,51,Average,14.7,4.6,No,12,Reject
Vegetables,13.6,72,20,Average,76.2,7.1,Yes,17,Caution
Vegetables,21.2,69,12,Good,17.2,6.8,Yes,23,Caution
Fruits,30.8,44,29,Good,16.4,6.3,Yes,21,Caution
Fruits,4.3,75,54,Good,16.6,6.3,Yes,13,Caution
Dairy,7,67,43,Good,54.1,3.4,Yes,9,Safe
Meat,30.7,73,48,Good,37.3,6.6,Yes,12,Caution
Dairy,22.2,74,39,Good,64.9,6,Yes,22,Caution
Vegetables,34.9,94,44,Average,60.9,5.9,Yes,5,Reject
Dairy,19.9,85,5,Good,42.3,6.3,Yes,20,Caution
Dairy,5.9,92,59,Good,53.3,4.1,Yes,14,Caution
Dairy,19.6,56,21,Good,85.7,4.7,No,8,Reject
Dairy,12.7,64,56,Good,48.5,3.8,Yes,3,Caution
Dairy,0.8,77,4,Average,64.1,5.5,No,10,Caution
Meat,16.8,41,36,Good,35.9,4.5,No,7,Reject
Grains,21.9,63,21,Good,63.9,6.1,No,4,Caution
Vegetables,31,65,10,Good,70.3,6.3,Yes,15,Caution
Vegetables,12.4,85,27,Good,31.5,5.5,Yes,1,Caution
Grains,29.2,85,26,Average,79.7,4.6,No,10,Caution
Fruits,27.1,84,38,Average,52.5,6.6,Yes,19,Reject
Fruits,5.6,57,36,Damaged,73.5,7,Yes,2,Caution
Grains,13.6,61,8,Good,38.4,5.4,No,24,Caution
Fruits,21.2,48,3,Good,61.8,4.3,Yes,16,Caution
Vegetables,23.6,76,32,Average,59,4.1,No,22,Reject
Vegetables,23.4,95,33,Damaged,88.7,5.8,No,2,Reject
Grains,4,72,16,Good,18.5,5.6,No,3,Safe
Fruits,13,64,36,Good,84.6,4.9,No,22,Reject
Grains,17.7,82,1,Good,84.4,5.1,No,6,Safe
Dairy,12.4,49,3,Good,75.6,3.5,Yes,12,Safe
Meat,7.3,84,12,Good,76.3,4.4,Yes,10,Safe
Dairy,1.1,82,10,Good,42.1,3.4,No,16,Caution
Dairy,24.8,69,59,Good,40.8,5.4,No,23,Reject
Dairy,6.7,77,4,Good,59.3,3.9,Yes,4,Safe
Meat,15.2,81,2,Good,83,6,Yes,10,Safe
Meat,7.2,43,14,Good,46.5,3.7,Yes,20,Safe
Meat,26.5,60,19,Good,89.7,3.2,No,21,Reject
Vegetables,32.7,46,49,Damaged,53.4,4.4,Yes,12,Reject
Meat,33.1,53,58,Good,77.6,3.5,Yes,8,Caution
Fruits,16.2,71,6,Damaged,50.5,4.5,Yes,4,Caution
Grains,32,60,32,Good,22.5,4,No,7,Caution
Grains,15.5,47,38,Average,58.4,5,No,10,Caution
Vegetables,25.3,81,52,Average,83.6,7.2,Yes,21,Reject
Vegetables,21.5,49,47,Good,54,6.3,No,17,Reject
Meat,2.5,69,4,Average,83.6,6.9,Yes,15,Safe
Vegetables,3.7,67,3,Good,64.9,5.6,Yes,9,Safe
Fruits,8.2,59,31,Good,69.1,3.2,No,1,Caution
Dairy,15.3,46,1,Good,37.4,3.4,Yes,15,Caution
Fruits,32.4,72,44,Average,65.6,6.5,Yes,3,Caution
Dairy,28.7,47,12,Good,32.4,5.4,No,20,Reject
Grains,2,64,37,Good,54.9,6.1,No,15,Caution
Vegetables,4.6,73,59,Good,28.7,5,No,3,Caution
Dairy,32.1,44,12,Average,17.8,7.1,No,1,Reject
Fruits,16.4,91,36,Good,35.1,5.9,Yes,15,Reject
Grains,15.3,65,7,Good,17.2,7.1,No,5,Safe
Vegetables,12.5,90,38,Good,62.9,4.8,Yes,4,Caution
Meat,14.4,66,26,Average,55.2,4,No,24,Reject
